2002-08-11-big-img_591 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-07-big-img_1578 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-17-big-img_961 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-07-27-big-img_324 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-05-big-img_3765 : pred total 6, gt total 3, recall 3, miss 0, FP 3
2002-08-23-big-img_462 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2003-01-16-big-img_382 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-27-big-img_19838 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-01-big-img_1505 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-21-big-img_662 : pred total 6, gt total 9, recall 6, miss 3, FP 0
2002-08-14-big-img_605 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-19-big-img_816 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-07-29-big-img_136 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-20-big-img_719 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-06-big-img_2826 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-10-big-img_630 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-17-big-img_973 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-14-big-img_116 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-02-big-img_666 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-21-big-img_710 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-05-big-img_55 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-07-31-big-img_229 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-01-big-img_1549 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-23-big-img_432 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-21-big-img_430 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-21-big-img_549 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2002-08-08-big-img_985 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-20-big-img_610 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-23-big-img_978 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-23-big-img_219 : pred total 6, gt total 6, recall 6, miss 0, FP 0
2002-07-25-big-img_175 : pred total 7, gt total 7, recall 7, miss 0, FP 0
2003-01-15-big-img_230 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-23-big-img_385 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-31-big-img_879 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-12-big-img_495 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-22-big-img_499 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-30-big-img_18322 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-15-big-img_795 : pred total 7, gt total 12, recall 6, miss 6, FP 1
2002-08-13-big-img_835 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-17-big-img_930 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-30-big-img_873 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-11-big-img_257 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-31-big-img_593 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-21-big-img_916 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-13-big-img_814 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-25-big-img_722 : pred total 3, gt total 2, recall 2, miss 0, FP 1
2002-08-16-big-img_379 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-31-big-img_497 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-22-big-img_602 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-21-big-img_642 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-21-big-img_614 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-23-big-img_482 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-29-big-img_603 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-13-big-img_705 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-23-big-img_833 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-14-big-img_511 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-24-big-img_376 : pred total 4, gt total 3, recall 3, miss 0, FP 1
2002-08-17-big-img_1030 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-05-big-img_3576 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-16-big-img_540 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-22-big-img_630 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-10-big-img_180 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-14-big-img_905 : pred total 5, gt total 5, recall 5, miss 0, FP 0
2002-08-29-big-img_18777 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-22-big-img_693 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-16-big-img_933 : pred total 5, gt total 5, recall 5, miss 0, FP 0
2002-08-20-big-img_555 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-15-big-img_549 : pred total 2, gt total 2, recall 1, miss 1, FP 1
2003-01-14-big-img_830 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-16-big-img_64 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-27-big-img_19670 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-22-big-img_729 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-27-big-img_981 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-09-big-img_458 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-17-big-img_884 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-07-25-big-img_639 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-31-big-img_18008 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2002-08-22-big-img_249 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-17-big-img_971 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-04-big-img_308 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-28-big-img_362 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-12-big-img_142 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-26-big-img_61 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-14-big-img_422 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-19-big-img_607 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-15-big-img_717 : pred total 5, gt total 2, recall 2, miss 0, FP 3
2002-08-01-big-img_1475 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-29-big-img_19061 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-01-big-img_346 : pred total 3, gt total 2, recall 2, miss 0, FP 1
2002-07-20-big-img_315 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-15-big-img_756 : pred total 2, gt total 2, recall 1, miss 1, FP 1
2002-08-15-big-img_879 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-08-big-img_615 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-13-big-img_431 : pred total 4, gt total 5, recall 4, miss 1, FP 0
2002-08-05-big-img_3233 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-24-big-img_526 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-13-big-img_717 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-09-01-big-img_16408 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-22-big-img_217 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-31-big-img_960 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-21-big-img_610 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-05-big-img_3753 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-03-big-img_151 : pred total 7, gt total 6, recall 6, miss 0, FP 1
2002-08-21-big-img_267 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-01-big-img_2175 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-04-big-img_556 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-21-big-img_527 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-09-02-big-img_15800 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-27-big-img_156 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-07-20-big-img_590 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-15-big-img_700 : pred total 3, gt total 2, recall 2, miss 0, FP 1
2002-08-08-big-img_444 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-25-big-img_94 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-24-big-img_778 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-14-big-img_694 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-20-big-img_666 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-02-big-img_200 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-02-big-img_578 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-17-big-img_332 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-09-01-big-img_16352 : pred total 1, gt total 3, recall 1, miss 2, FP 0
2002-08-27-big-img_19668 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-23-big-img_823 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-13-big-img_431 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-16-big-img_463 : pred total 4, gt total 3, recall 3, miss 0, FP 1
2002-08-27-big-img_19711 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-23-big-img_154 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-31-big-img_360 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-23-big-img_555 : pred total 1, gt total 2, recall 1, miss 1, FP 0
2002-08-10-big-img_561 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-14-big-img_550 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-07-big-img_1370 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-30-big-img_1184 : pred total 6, gt total 6, recall 6, miss 0, FP 0
2002-08-01-big-img_1445 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-23-big-img_22 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-30-big-img_606 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2003-01-17-big-img_271 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-31-big-img_17316 : pred total 1, gt total 2, recall 1, miss 1, FP 0
2002-08-16-big-img_973 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-26-big-img_77 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-20-big-img_788 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-06-big-img_2426 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-07-big-img_1498 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-16-big-img_358 : pred total 3, gt total 3, recall 2, miss 1, FP 1
2002-08-06-big-img_2851 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-12-big-img_359 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-01-big-img_1521 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-02-big-img_709 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-20-big-img_935 : pred total 4, gt total 2, recall 2, miss 0, FP 2
2002-08-12-big-img_188 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-24-big-img_411 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-22-big-img_680 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-06-big-img_2480 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-07-20-big-img_627 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-30-big-img_214 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-25-big-img_354 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-02-big-img_636 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-15-big-img_661 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-07-big-img_1327 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-01-big-img_2108 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-31-big-img_17919 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-29-big-img_18768 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-05-big-img_3840 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-26-big-img_242 : pred total 3, gt total 4, recall 3, miss 1, FP 0
2003-01-14-big-img_451 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-20-big-img_923 : pred total 5, gt total 5, recall 5, miss 0, FP 0
2002-08-27-big-img_19908 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-16-big-img_282 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-19-big-img_440 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-01-big-img_230 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2002-08-08-big-img_212 : pred total 4, gt total 2, recall 2, miss 0, FP 2
2002-07-20-big-img_443 : pred total 2, gt total 3, recall 2, miss 1, FP 0
2002-08-25-big-img_635 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2003-01-13-big-img_1169 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-26-big-img_998 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-15-big-img_995 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-06-big-img_3002 : pred total 4, gt total 2, recall 2, miss 0, FP 2
2002-07-29-big-img_460 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2003-01-14-big-img_925 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2002-07-23-big-img_539 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-16-big-img_694 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-13-big-img_459 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-23-big-img_249 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-20-big-img_539 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-04-big-img_186 : pred total 5, gt total 7, recall 5, miss 2, FP 0
2002-08-26-big-img_264 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-07-22-big-img_704 : pred total 4, gt total 5, recall 4, miss 1, FP 0
2002-08-25-big-img_277 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-22-big-img_988 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-29-big-img_504 : pred total 4, gt total 3, recall 3, miss 0, FP 1
2002-08-05-big-img_3600 : pred total 3, gt total 2, recall 2, miss 0, FP 1
2002-08-30-big-img_18380 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-14-big-img_937 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-21-big-img_254 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-10-big-img_130 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-20-big-img_339 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-14-big-img_428 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-20-big-img_889 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-31-big-img_17637 : pred total 9, gt total 9, recall 9, miss 0, FP 0
2002-07-26-big-img_644 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-09-01-big-img_16776 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-06-big-img_2239 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-06-big-img_2646 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-13-big-img_491 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-10-big-img_579 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-21-big-img_713 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-22-big-img_482 : pred total 6, gt total 6, recall 6, miss 0, FP 0
2002-07-22-big-img_167 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-24-big-img_539 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-14-big-img_721 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-25-big-img_389 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-09-01-big-img_16591 : pred total 3, gt total 2, recall 2, miss 0, FP 1
2002-08-13-big-img_543 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-14-big-img_432 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-09-big-img_287 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-26-big-img_126 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-23-big-img_412 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-15-big-img_1034 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-28-big-img_19485 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-31-big-img_236 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2002-07-30-big-img_523 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-19-big-img_141 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-17-big-img_957 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-04-big-img_81 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-25-big-img_206 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-15-big-img_716 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-13-big-img_403 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-15-big-img_685 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-26-big-img_884 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-19-big-img_499 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-23-big-img_772 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-27-big-img_752 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-14-big-img_493 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-25-big-img_664 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-07-31-big-img_334 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-26-big-img_678 : pred total 3, gt total 2, recall 2, miss 0, FP 1
2002-09-01-big-img_16541 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2003-01-14-big-img_347 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-23-big-img_187 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-30-big-img_1163 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-05-big-img_35 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-22-big-img_944 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-07-big-img_1239 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-29-big-img_1215 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-03-big-img_312 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-05-big-img_3523 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-29-big-img_218 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-13-big-img_672 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-16-big-img_205 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-17-big-img_594 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-29-big-img_1411 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-30-big-img_942 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-16-big-img_312 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-08-big-img_312 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-25-big-img_15 : pred total 4, gt total 5, recall 4, miss 1, FP 0
2002-08-09-big-img_839 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-01-big-img_2069 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-31-big-img_17512 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-01-big-img_3 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2002-07-31-big-img_320 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-15-big-img_1265 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-14-big-img_563 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-31-big-img_167 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-20-big-img_374 : pred total 3, gt total 3, recall 2, miss 1, FP 1
2002-08-13-big-img_406 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-08-big-img_625 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-02-big-img_314 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-27-big-img_19964 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-09-01-big-img_16670 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2002-07-31-big-img_599 : pred total 1, gt total 1, recall 1, miss 0, FP 0
